matrix_column,stem,benchmark_name,model,agent,score_harbor,score_doc,delta,doc_model_matched,doc_agent_matched,doc_metric_used,primary_metric_json,doc_slice_date,doc_source_url,match_status,alignment_status,alignment_transform,include_in_comparison,alignment_evidence_level,alignment_notes
mlgym,mlgym_bench,MLGym-Bench,gpt-5-nano,terminus-2,-1053.221505,,,,,,,,,skipped_metric_alignment_excluded,not_comparable,identity,False,manual_review,"Harbor matrix contains 11 MLGym tasks and uses the adapter's continuous task-specific rewards aggregated as mean reward. The external JSON reports official AUP@4 plus heterogeneous per-task metrics; AUP@4 is not the same aggregation as Harbor mean reward, and no single external doc_metric maps to the Harbor benchmark-level score."
mlgym,mlgym_bench,MLGym-Bench,gpt-5-nano,codex,-4417.941766,,,,,,,,,skipped_metric_alignment_excluded,not_comparable,identity,False,manual_review,"Harbor matrix contains 11 MLGym tasks and uses the adapter's continuous task-specific rewards aggregated as mean reward. The external JSON reports official AUP@4 plus heterogeneous per-task metrics; AUP@4 is not the same aggregation as Harbor mean reward, and no single external doc_metric maps to the Harbor benchmark-level score."
mlgym,mlgym_bench,MLGym-Bench,claude-haiku-4-5-20251001,terminus-2,448.614846,,,,,,,,,skipped_metric_alignment_excluded,not_comparable,identity,False,manual_review,"Harbor matrix contains 11 MLGym tasks and uses the adapter's continuous task-specific rewards aggregated as mean reward. The external JSON reports official AUP@4 plus heterogeneous per-task metrics; AUP@4 is not the same aggregation as Harbor mean reward, and no single external doc_metric maps to the Harbor benchmark-level score."
mlgym,mlgym_bench,MLGym-Bench,claude-haiku-4-5-20251001,claude-code,-1274672377834.0713,,,,,,,,,skipped_metric_alignment_excluded,not_comparable,identity,False,manual_review,"Harbor matrix contains 11 MLGym tasks and uses the adapter's continuous task-specific rewards aggregated as mean reward. The external JSON reports official AUP@4 plus heterogeneous per-task metrics; AUP@4 is not the same aggregation as Harbor mean reward, and no single external doc_metric maps to the Harbor benchmark-level score."
mlgym,mlgym_bench,MLGym-Bench,claude-sonnet-4-6,terminus-2,-506.983233,,,,,,,,,skipped_metric_alignment_excluded,not_comparable,identity,False,manual_review,"Harbor matrix contains 11 MLGym tasks and uses the adapter's continuous task-specific rewards aggregated as mean reward. The external JSON reports official AUP@4 plus heterogeneous per-task metrics; AUP@4 is not the same aggregation as Harbor mean reward, and no single external doc_metric maps to the Harbor benchmark-level score."
mlgym,mlgym_bench,MLGym-Bench,claude-sonnet-4-6,claude-code,-994.582707,,,,,,,,,skipped_metric_alignment_excluded,not_comparable,identity,False,manual_review,"Harbor matrix contains 11 MLGym tasks and uses the adapter's continuous task-specific rewards aggregated as mean reward. The external JSON reports official AUP@4 plus heterogeneous per-task metrics; AUP@4 is not the same aggregation as Harbor mean reward, and no single external doc_metric maps to the Harbor benchmark-level score."
mlgym,mlgym_bench,MLGym-Bench,claude-opus-4-6,terminus-2,847.065065,,,,,,,,,skipped_metric_alignment_excluded,not_comparable,identity,False,manual_review,"Harbor matrix contains 11 MLGym tasks and uses the adapter's continuous task-specific rewards aggregated as mean reward. The external JSON reports official AUP@4 plus heterogeneous per-task metrics; AUP@4 is not the same aggregation as Harbor mean reward, and no single external doc_metric maps to the Harbor benchmark-level score."
mlgym,mlgym_bench,MLGym-Bench,claude-opus-4-6,claude-code,-521.663258,,,,,,,,,skipped_metric_alignment_excluded,not_comparable,identity,False,manual_review,"Harbor matrix contains 11 MLGym tasks and uses the adapter's continuous task-specific rewards aggregated as mean reward. The external JSON reports official AUP@4 plus heterogeneous per-task metrics; AUP@4 is not the same aggregation as Harbor mean reward, and no single external doc_metric maps to the Harbor benchmark-level score."
mlgym,mlgym_bench,MLGym-Bench,gemini-3.1-pro-preview,terminus-2,705.547414,,,,,,,,,skipped_metric_alignment_excluded,not_comparable,identity,False,manual_review,"Harbor matrix contains 11 MLGym tasks and uses the adapter's continuous task-specific rewards aggregated as mean reward. The external JSON reports official AUP@4 plus heterogeneous per-task metrics; AUP@4 is not the same aggregation as Harbor mean reward, and no single external doc_metric maps to the Harbor benchmark-level score."
mlgym,mlgym_bench,MLGym-Bench,gemini-3.1-pro-preview,gemini-cli,926.829355,,,,,,,,,skipped_metric_alignment_excluded,not_comparable,identity,False,manual_review,"Harbor matrix contains 11 MLGym tasks and uses the adapter's continuous task-specific rewards aggregated as mean reward. The external JSON reports official AUP@4 plus heterogeneous per-task metrics; AUP@4 is not the same aggregation as Harbor mean reward, and no single external doc_metric maps to the Harbor benchmark-level score."
mlgym,mlgym_bench,MLGym-Bench,gemini-3-flash-preview,terminus-2,901.655182,,,,,,,,,skipped_metric_alignment_excluded,not_comparable,identity,False,manual_review,"Harbor matrix contains 11 MLGym tasks and uses the adapter's continuous task-specific rewards aggregated as mean reward. The external JSON reports official AUP@4 plus heterogeneous per-task metrics; AUP@4 is not the same aggregation as Harbor mean reward, and no single external doc_metric maps to the Harbor benchmark-level score."
mlgym,mlgym_bench,MLGym-Bench,gemini-3-flash-preview,gemini-cli,1132.829747,,,,,,,,,skipped_metric_alignment_excluded,not_comparable,identity,False,manual_review,"Harbor matrix contains 11 MLGym tasks and uses the adapter's continuous task-specific rewards aggregated as mean reward. The external JSON reports official AUP@4 plus heterogeneous per-task metrics; AUP@4 is not the same aggregation as Harbor mean reward, and no single external doc_metric maps to the Harbor benchmark-level score."
mmau,mmau,MMAU,gpt-5.4,terminus-2,0.658,,,,,,Accuracy,2026-04-20,https://raw.githubusercontent.com/Sakshi113/mmau_homepage/refs/heads/main/leaderboard_data_v15_parsed.json,no_model_match,direct,identity,True,manual_review,"Use Test-mini average accuracy: Harbor has 1000 MMAU tasks, matching the JSON Test-mini split rather than the 10000-task full Test split."
mmau,mmau,MMAU,gpt-5.4,codex,0.69,,,,,,Accuracy,2026-04-20,https://raw.githubusercontent.com/Sakshi113/mmau_homepage/refs/heads/main/leaderboard_data_v15_parsed.json,no_model_match,direct,identity,True,manual_review,"Use Test-mini average accuracy: Harbor has 1000 MMAU tasks, matching the JSON Test-mini split rather than the 10000-task full Test split."
mmau,mmau,MMAU,gpt-5-mini,terminus-2,0.584,,,,,,Accuracy,2026-04-20,https://raw.githubusercontent.com/Sakshi113/mmau_homepage/refs/heads/main/leaderboard_data_v15_parsed.json,no_model_match,direct,identity,True,manual_review,"Use Test-mini average accuracy: Harbor has 1000 MMAU tasks, matching the JSON Test-mini split rather than the 10000-task full Test split."
mmau,mmau,MMAU,gpt-5-mini,codex,0.582,,,,,,Accuracy,2026-04-20,https://raw.githubusercontent.com/Sakshi113/mmau_homepage/refs/heads/main/leaderboard_data_v15_parsed.json,no_model_match,direct,identity,True,manual_review,"Use Test-mini average accuracy: Harbor has 1000 MMAU tasks, matching the JSON Test-mini split rather than the 10000-task full Test split."
mmau,mmau,MMAU,gpt-5-nano,terminus-2,0.542,,,,,,Accuracy,2026-04-20,https://raw.githubusercontent.com/Sakshi113/mmau_homepage/refs/heads/main/leaderboard_data_v15_parsed.json,no_model_match,direct,identity,True,manual_review,"Use Test-mini average accuracy: Harbor has 1000 MMAU tasks, matching the JSON Test-mini split rather than the 10000-task full Test split."
mmau,mmau,MMAU,gpt-5-nano,codex,0.072,,,,,,Accuracy,2026-04-20,https://raw.githubusercontent.com/Sakshi113/mmau_homepage/refs/heads/main/leaderboard_data_v15_parsed.json,no_model_match,direct,identity,True,manual_review,"Use Test-mini average accuracy: Harbor has 1000 MMAU tasks, matching the JSON Test-mini split rather than the 10000-task full Test split."
mmau,mmau,MMAU,claude-haiku-4-5-20251001,terminus-2,0.562,,,,,,Accuracy,2026-04-20,https://raw.githubusercontent.com/Sakshi113/mmau_homepage/refs/heads/main/leaderboard_data_v15_parsed.json,no_model_match,direct,identity,True,manual_review,"Use Test-mini average accuracy: Harbor has 1000 MMAU tasks, matching the JSON Test-mini split rather than the 10000-task full Test split."
mmau,mmau,MMAU,claude-haiku-4-5-20251001,claude-code,0.496,,,,,,Accuracy,2026-04-20,https://raw.githubusercontent.com/Sakshi113/mmau_homepage/refs/heads/main/leaderboard_data_v15_parsed.json,no_model_match,direct,identity,True,manual_review,"Use Test-mini average accuracy: Harbor has 1000 MMAU tasks, matching the JSON Test-mini split rather than the 10000-task full Test split."
mmau,mmau,MMAU,claude-sonnet-4-6,terminus-2,0.648,,,,,,Accuracy,2026-04-20,https://raw.githubusercontent.com/Sakshi113/mmau_homepage/refs/heads/main/leaderboard_data_v15_parsed.json,no_model_match,direct,identity,True,manual_review,"Use Test-mini average accuracy: Harbor has 1000 MMAU tasks, matching the JSON Test-mini split rather than the 10000-task full Test split."
mmau,mmau,MMAU,claude-sonnet-4-6,claude-code,0.622,,,,,,Accuracy,2026-04-20,https://raw.githubusercontent.com/Sakshi113/mmau_homepage/refs/heads/main/leaderboard_data_v15_parsed.json,no_model_match,direct,identity,True,manual_review,"Use Test-mini average accuracy: Harbor has 1000 MMAU tasks, matching the JSON Test-mini split rather than the 10000-task full Test split."
mmau,mmau,MMAU,claude-opus-4-6,terminus-2,0.69,,,,,,Accuracy,2026-04-20,https://raw.githubusercontent.com/Sakshi113/mmau_homepage/refs/heads/main/leaderboard_data_v15_parsed.json,no_model_match,direct,identity,True,manual_review,"Use Test-mini average accuracy: Harbor has 1000 MMAU tasks, matching the JSON Test-mini split rather than the 10000-task full Test split."
mmau,mmau,MMAU,claude-opus-4-6,claude-code,0.684,,,,,,Accuracy,2026-04-20,https://raw.githubusercontent.com/Sakshi113/mmau_homepage/refs/heads/main/leaderboard_data_v15_parsed.json,no_model_match,direct,identity,True,manual_review,"Use Test-mini average accuracy: Harbor has 1000 MMAU tasks, matching the JSON Test-mini split rather than the 10000-task full Test split."
mmau,mmau,MMAU,gemini-3.1-pro-preview,terminus-2,0.622,,,,,,Accuracy,2026-04-20,https://raw.githubusercontent.com/Sakshi113/mmau_homepage/refs/heads/main/leaderboard_data_v15_parsed.json,no_model_match,direct,identity,True,manual_review,"Use Test-mini average accuracy: Harbor has 1000 MMAU tasks, matching the JSON Test-mini split rather than the 10000-task full Test split."
mmau,mmau,MMAU,gemini-3.1-pro-preview,gemini-cli,0.614,,,,,,Accuracy,2026-04-20,https://raw.githubusercontent.com/Sakshi113/mmau_homepage/refs/heads/main/leaderboard_data_v15_parsed.json,no_model_match,direct,identity,True,manual_review,"Use Test-mini average accuracy: Harbor has 1000 MMAU tasks, matching the JSON Test-mini split rather than the 10000-task full Test split."
mmau,mmau,MMAU,gemini-3-flash-preview,terminus-2,0.628,,,,,,Accuracy,2026-04-20,https://raw.githubusercontent.com/Sakshi113/mmau_homepage/refs/heads/main/leaderboard_data_v15_parsed.json,no_model_match,direct,identity,True,manual_review,"Use Test-mini average accuracy: Harbor has 1000 MMAU tasks, matching the JSON Test-mini split rather than the 10000-task full Test split."
mmau,mmau,MMAU,gemini-3-flash-preview,gemini-cli,0.524,,,,,,Accuracy,2026-04-20,https://raw.githubusercontent.com/Sakshi113/mmau_homepage/refs/heads/main/leaderboard_data_v15_parsed.json,no_model_match,direct,identity,True,manual_review,"Use Test-mini average accuracy: Harbor has 1000 MMAU tasks, matching the JSON Test-mini split rather than the 10000-task full Test split."
mmmlu,mmmlu,MMMLU,gpt-5.4,terminus-2,0.18,,,,,,Average accuracy across 57 translated MMLU subject categories and 14 languages,2026-04-24,https://huggingface.co/deepseek-ai/DeepSeek-V4-Pro/blob/main/DeepSeek_V4.pdf,no_model_match,direct,identity,True,parity_experiment,Use average accuracy; Harbor parity subset supports comparability despite subset sampling.
mmmlu,mmmlu,MMMLU,gpt-5.4,codex,0.842667,,,,,,Average accuracy across 57 translated MMLU subject categories and 14 languages,2026-04-24,https://huggingface.co/deepseek-ai/DeepSeek-V4-Pro/blob/main/DeepSeek_V4.pdf,no_model_match,direct,identity,True,parity_experiment,Use average accuracy; Harbor parity subset supports comparability despite subset sampling.
mmmlu,mmmlu,MMMLU,gpt-5-mini,terminus-2,0.236,,,,,,Average accuracy across 57 translated MMLU subject categories and 14 languages,2026-04-24,https://huggingface.co/deepseek-ai/DeepSeek-V4-Pro/blob/main/DeepSeek_V4.pdf,no_model_match,direct,identity,True,parity_experiment,Use average accuracy; Harbor parity subset supports comparability despite subset sampling.
mmmlu,mmmlu,MMMLU,gpt-5-mini,codex,0.728,,,,,,Average accuracy across 57 translated MMLU subject categories and 14 languages,2026-04-24,https://huggingface.co/deepseek-ai/DeepSeek-V4-Pro/blob/main/DeepSeek_V4.pdf,no_model_match,direct,identity,True,parity_experiment,Use average accuracy; Harbor parity subset supports comparability despite subset sampling.
mmmlu,mmmlu,MMMLU,gpt-5-nano,terminus-2,0.172,,,,,,Average accuracy across 57 translated MMLU subject categories and 14 languages,2026-04-24,https://huggingface.co/deepseek-ai/DeepSeek-V4-Pro/blob/main/DeepSeek_V4.pdf,no_model_match,direct,identity,True,parity_experiment,Use average accuracy; Harbor parity subset supports comparability despite subset sampling.
mmmlu,mmmlu,MMMLU,gpt-5-nano,codex,0.604,,,,,,Average accuracy across 57 translated MMLU subject categories and 14 languages,2026-04-24,https://huggingface.co/deepseek-ai/DeepSeek-V4-Pro/blob/main/DeepSeek_V4.pdf,no_model_match,direct,identity,True,parity_experiment,Use average accuracy; Harbor parity subset supports comparability despite subset sampling.
mmmlu,mmmlu,MMMLU,claude-haiku-4-5-20251001,terminus-2,0.0,,,,,,Average accuracy across 57 translated MMLU subject categories and 14 languages,2026-04-24,https://huggingface.co/deepseek-ai/DeepSeek-V4-Pro/blob/main/DeepSeek_V4.pdf,no_model_match,direct,identity,True,parity_experiment,Use average accuracy; Harbor parity subset supports comparability despite subset sampling.
mmmlu,mmmlu,MMMLU,claude-haiku-4-5-20251001,claude-code,0.662667,,,,,,Average accuracy across 57 translated MMLU subject categories and 14 languages,2026-04-24,https://huggingface.co/deepseek-ai/DeepSeek-V4-Pro/blob/main/DeepSeek_V4.pdf,no_model_match,direct,identity,True,parity_experiment,Use average accuracy; Harbor parity subset supports comparability despite subset sampling.
mmmlu,mmmlu,MMMLU,claude-sonnet-4-6,terminus-2,0.0,,,,,,Average accuracy across 57 translated MMLU subject categories and 14 languages,2026-04-24,https://huggingface.co/deepseek-ai/DeepSeek-V4-Pro/blob/main/DeepSeek_V4.pdf,no_model_match,direct,identity,True,parity_experiment,Use average accuracy; Harbor parity subset supports comparability despite subset sampling.
mmmlu,mmmlu,MMMLU,claude-sonnet-4-6,claude-code,0.753333,,,,,,Average accuracy across 57 translated MMLU subject categories and 14 languages,2026-04-24,https://huggingface.co/deepseek-ai/DeepSeek-V4-Pro/blob/main/DeepSeek_V4.pdf,no_model_match,direct,identity,True,parity_experiment,Use average accuracy; Harbor parity subset supports comparability despite subset sampling.
mmmlu,mmmlu,MMMLU,claude-opus-4-6,terminus-2,0.0,,,,,,Average accuracy across 57 translated MMLU subject categories and 14 languages,2026-04-24,https://huggingface.co/deepseek-ai/DeepSeek-V4-Pro/blob/main/DeepSeek_V4.pdf,no_model_match,direct,identity,True,parity_experiment,Use average accuracy; Harbor parity subset supports comparability despite subset sampling.
mmmlu,mmmlu,MMMLU,claude-opus-4-6,claude-code,0.770667,,,,,,Average accuracy across 57 translated MMLU subject categories and 14 languages,2026-04-24,https://huggingface.co/deepseek-ai/DeepSeek-V4-Pro/blob/main/DeepSeek_V4.pdf,no_model_match,direct,identity,True,parity_experiment,Use average accuracy; Harbor parity subset supports comparability despite subset sampling.
mmmlu,mmmlu,MMMLU,gemini-3.1-pro-preview,terminus-2,0.241333,,,,,,Average accuracy across 57 translated MMLU subject categories and 14 languages,2026-04-24,https://huggingface.co/deepseek-ai/DeepSeek-V4-Pro/blob/main/DeepSeek_V4.pdf,no_model_match,direct,identity,True,parity_experiment,Use average accuracy; Harbor parity subset supports comparability despite subset sampling.
mmmlu,mmmlu,MMMLU,gemini-3.1-pro-preview,gemini-cli,0.762667,,,,,,Average accuracy across 57 translated MMLU subject categories and 14 languages,2026-04-24,https://huggingface.co/deepseek-ai/DeepSeek-V4-Pro/blob/main/DeepSeek_V4.pdf,no_model_match,direct,identity,True,parity_experiment,Use average accuracy; Harbor parity subset supports comparability despite subset sampling.
mmmlu,mmmlu,MMMLU,gemini-3-flash-preview,terminus-2,0.332,,,,,,Average accuracy across 57 translated MMLU subject categories and 14 languages,2026-04-24,https://huggingface.co/deepseek-ai/DeepSeek-V4-Pro/blob/main/DeepSeek_V4.pdf,no_model_match,direct,identity,True,parity_experiment,Use average accuracy; Harbor parity subset supports comparability despite subset sampling.
mmmlu,mmmlu,MMMLU,gemini-3-flash-preview,gemini-cli,0.750667,,,,,,Average accuracy across 57 translated MMLU subject categories and 14 languages,2026-04-24,https://huggingface.co/deepseek-ai/DeepSeek-V4-Pro/blob/main/DeepSeek_V4.pdf,no_model_match,direct,identity,True,parity_experiment,Use average accuracy; Harbor parity subset supports comparability despite subset sampling.
multi-swe-bench,multi_swe_bench,Multi-SWE-bench,gpt-5.4,terminus-2,,,,,,,Resolved rate,2025-03,https://multi-swe-bench.github.io/#/,no_model_match,direct,identity,True,metric_name_match,"Use overall resolved rate, not language/difficulty slices."
multi-swe-bench,multi_swe_bench,Multi-SWE-bench,gpt-5.4,codex,,,,,,,Resolved rate,2025-03,https://multi-swe-bench.github.io/#/,no_model_match,direct,identity,True,metric_name_match,"Use overall resolved rate, not language/difficulty slices."
multi-swe-bench,multi_swe_bench,Multi-SWE-bench,gpt-5-mini,terminus-2,,,,,,,Resolved rate,2025-03,https://multi-swe-bench.github.io/#/,no_model_match,direct,identity,True,metric_name_match,"Use overall resolved rate, not language/difficulty slices."
multi-swe-bench,multi_swe_bench,Multi-SWE-bench,gpt-5-mini,codex,,,,,,,Resolved rate,2025-03,https://multi-swe-bench.github.io/#/,no_model_match,direct,identity,True,metric_name_match,"Use overall resolved rate, not language/difficulty slices."
multi-swe-bench,multi_swe_bench,Multi-SWE-bench,gpt-5-nano,terminus-2,,,,,,,Resolved rate,2025-03,https://multi-swe-bench.github.io/#/,no_model_match,direct,identity,True,metric_name_match,"Use overall resolved rate, not language/difficulty slices."
multi-swe-bench,multi_swe_bench,Multi-SWE-bench,gpt-5-nano,codex,,,,,,,Resolved rate,2025-03,https://multi-swe-bench.github.io/#/,no_model_match,direct,identity,True,metric_name_match,"Use overall resolved rate, not language/difficulty slices."
multi-swe-bench,multi_swe_bench,Multi-SWE-bench,claude-haiku-4-5-20251001,terminus-2,,,,,,,Resolved rate,2025-03,https://multi-swe-bench.github.io/#/,no_model_match,direct,identity,True,metric_name_match,"Use overall resolved rate, not language/difficulty slices."
multi-swe-bench,multi_swe_bench,Multi-SWE-bench,claude-haiku-4-5-20251001,claude-code,,,,,,,Resolved rate,2025-03,https://multi-swe-bench.github.io/#/,no_model_match,direct,identity,True,metric_name_match,"Use overall resolved rate, not language/difficulty slices."
multi-swe-bench,multi_swe_bench,Multi-SWE-bench,claude-sonnet-4-6,terminus-2,,,,,,,Resolved rate,2025-03,https://multi-swe-bench.github.io/#/,no_model_match,direct,identity,True,metric_name_match,"Use overall resolved rate, not language/difficulty slices."
multi-swe-bench,multi_swe_bench,Multi-SWE-bench,claude-sonnet-4-6,claude-code,,,,,,,Resolved rate,2025-03,https://multi-swe-bench.github.io/#/,no_model_match,direct,identity,True,metric_name_match,"Use overall resolved rate, not language/difficulty slices."
multi-swe-bench,multi_swe_bench,Multi-SWE-bench,claude-opus-4-6,terminus-2,,,,,,,Resolved rate,2025-03,https://multi-swe-bench.github.io/#/,no_model_match,direct,identity,True,metric_name_match,"Use overall resolved rate, not language/difficulty slices."
multi-swe-bench,multi_swe_bench,Multi-SWE-bench,claude-opus-4-6,claude-code,,,,,,,Resolved rate,2025-03,https://multi-swe-bench.github.io/#/,no_model_match,direct,identity,True,metric_name_match,"Use overall resolved rate, not language/difficulty slices."
multi-swe-bench,multi_swe_bench,Multi-SWE-bench,gemini-3.1-pro-preview,terminus-2,,,,,,,Resolved rate,2025-03,https://multi-swe-bench.github.io/#/,no_model_match,direct,identity,True,metric_name_match,"Use overall resolved rate, not language/difficulty slices."
multi-swe-bench,multi_swe_bench,Multi-SWE-bench,gemini-3.1-pro-preview,gemini-cli,,,,,,,Resolved rate,2025-03,https://multi-swe-bench.github.io/#/,no_model_match,direct,identity,True,metric_name_match,"Use overall resolved rate, not language/difficulty slices."
multi-swe-bench,multi_swe_bench,Multi-SWE-bench,gemini-3-flash-preview,terminus-2,,,,,,,Resolved rate,2025-03,https://multi-swe-bench.github.io/#/,no_model_match,direct,identity,True,metric_name_match,"Use overall resolved rate, not language/difficulty slices."
multi-swe-bench,multi_swe_bench,Multi-SWE-bench,gemini-3-flash-preview,gemini-cli,,,,,,,Resolved rate,2025-03,https://multi-swe-bench.github.io/#/,no_model_match,direct,identity,True,metric_name_match,"Use overall resolved rate, not language/difficulty slices."
omnimath,omni_math,Omni-MATH,gpt-5.4,terminus-2,0.548,,,,,,accuracy,2026-04-20,https://omni-math.github.io/,no_model_match,direct,identity,True,metric_name_match,"Use overall accuracy, not topic or difficulty slices."
omnimath,omni_math,Omni-MATH,gpt-5.4,codex,0.846,,,,,,accuracy,2026-04-20,https://omni-math.github.io/,no_model_match,direct,identity,True,metric_name_match,"Use overall accuracy, not topic or difficulty slices."
omnimath,omni_math,Omni-MATH,gpt-5-mini,terminus-2,0.767,,,,,,accuracy,2026-04-20,https://omni-math.github.io/,no_model_match,direct,identity,True,metric_name_match,"Use overall accuracy, not topic or difficulty slices."
omnimath,omni_math,Omni-MATH,gpt-5-mini,codex,0.842,,,,,,accuracy,2026-04-20,https://omni-math.github.io/,no_model_match,direct,identity,True,metric_name_match,"Use overall accuracy, not topic or difficulty slices."
omnimath,omni_math,Omni-MATH,gpt-5-nano,terminus-2,0.709,,,,,,accuracy,2026-04-20,https://omni-math.github.io/,no_model_match,direct,identity,True,metric_name_match,"Use overall accuracy, not topic or difficulty slices."
omnimath,omni_math,Omni-MATH,gpt-5-nano,codex,0.617,,,,,,accuracy,2026-04-20,https://omni-math.github.io/,no_model_match,direct,identity,True,metric_name_match,"Use overall accuracy, not topic or difficulty slices."
omnimath,omni_math,Omni-MATH,claude-haiku-4-5-20251001,terminus-2,0.604,,,,,,accuracy,2026-04-20,https://omni-math.github.io/,no_model_match,direct,identity,True,metric_name_match,"Use overall accuracy, not topic or difficulty slices."
omnimath,omni_math,Omni-MATH,claude-haiku-4-5-20251001,claude-code,0.76,,,,,,accuracy,2026-04-20,https://omni-math.github.io/,no_model_match,direct,identity,True,metric_name_match,"Use overall accuracy, not topic or difficulty slices."
omnimath,omni_math,Omni-MATH,claude-sonnet-4-6,terminus-2,0.791,,,,,,accuracy,2026-04-20,https://omni-math.github.io/,no_model_match,direct,identity,True,metric_name_match,"Use overall accuracy, not topic or difficulty slices."
omnimath,omni_math,Omni-MATH,claude-sonnet-4-6,claude-code,0.801,,,,,,accuracy,2026-04-20,https://omni-math.github.io/,no_model_match,direct,identity,True,metric_name_match,"Use overall accuracy, not topic or difficulty slices."
omnimath,omni_math,Omni-MATH,claude-opus-4-6,terminus-2,0.819,,,,,,accuracy,2026-04-20,https://omni-math.github.io/,no_model_match,direct,identity,True,metric_name_match,"Use overall accuracy, not topic or difficulty slices."
omnimath,omni_math,Omni-MATH,claude-opus-4-6,claude-code,0.839,,,,,,accuracy,2026-04-20,https://omni-math.github.io/,no_model_match,direct,identity,True,metric_name_match,"Use overall accuracy, not topic or difficulty slices."
omnimath,omni_math,Omni-MATH,gemini-3.1-pro-preview,terminus-2,0.874,,,,,,accuracy,2026-04-20,https://omni-math.github.io/,no_model_match,direct,identity,True,metric_name_match,"Use overall accuracy, not topic or difficulty slices."
omnimath,omni_math,Omni-MATH,gemini-3.1-pro-preview,gemini-cli,0.882,,,,,,accuracy,2026-04-20,https://omni-math.github.io/,no_model_match,direct,identity,True,metric_name_match,"Use overall accuracy, not topic or difficulty slices."
omnimath,omni_math,Omni-MATH,gemini-3-flash-preview,terminus-2,0.839,,,,,,accuracy,2026-04-20,https://omni-math.github.io/,no_model_match,direct,identity,True,metric_name_match,"Use overall accuracy, not topic or difficulty slices."
omnimath,omni_math,Omni-MATH,gemini-3-flash-preview,gemini-cli,0.657,,,,,,accuracy,2026-04-20,https://omni-math.github.io/,no_model_match,direct,identity,True,metric_name_match,"Use overall accuracy, not topic or difficulty slices."
pixiu,pixiu,PIXIU,gpt-5.4,terminus-2,0.5946,,,,,,,,,skipped_metric_alignment_excluded,not_comparable,identity,False,manual_review,"PIXIU/FinBen reports task-specific metrics across many financial NLP subcategories and has no single overall external score selector. Harbor adapter parity uses 435 tasks (29 subcategories x 15), while the current Harbor matrix contains 103 pixiu tasks with uneven coverage across 29 subcategories. No single JSON doc_metric maps to the current Harbor benchmark-level aggregate."
pixiu,pixiu,PIXIU,gpt-5.4,codex,,,,,,,,,,skipped_metric_alignment_excluded,not_comparable,identity,False,manual_review,"PIXIU/FinBen reports task-specific metrics across many financial NLP subcategories and has no single overall external score selector. Harbor adapter parity uses 435 tasks (29 subcategories x 15), while the current Harbor matrix contains 103 pixiu tasks with uneven coverage across 29 subcategories. No single JSON doc_metric maps to the current Harbor benchmark-level aggregate."
pixiu,pixiu,PIXIU,gpt-5-mini,terminus-2,0.529856,,,,,,,,,skipped_metric_alignment_excluded,not_comparable,identity,False,manual_review,"PIXIU/FinBen reports task-specific metrics across many financial NLP subcategories and has no single overall external score selector. Harbor adapter parity uses 435 tasks (29 subcategories x 15), while the current Harbor matrix contains 103 pixiu tasks with uneven coverage across 29 subcategories. No single JSON doc_metric maps to the current Harbor benchmark-level aggregate."
pixiu,pixiu,PIXIU,gpt-5-mini,codex,,,,,,,,,,skipped_metric_alignment_excluded,not_comparable,identity,False,manual_review,"PIXIU/FinBen reports task-specific metrics across many financial NLP subcategories and has no single overall external score selector. Harbor adapter parity uses 435 tasks (29 subcategories x 15), while the current Harbor matrix contains 103 pixiu tasks with uneven coverage across 29 subcategories. No single JSON doc_metric maps to the current Harbor benchmark-level aggregate."
pixiu,pixiu,PIXIU,gpt-5-nano,terminus-2,0.289325,,,,,,,,,skipped_metric_alignment_excluded,not_comparable,identity,False,manual_review,"PIXIU/FinBen reports task-specific metrics across many financial NLP subcategories and has no single overall external score selector. Harbor adapter parity uses 435 tasks (29 subcategories x 15), while the current Harbor matrix contains 103 pixiu tasks with uneven coverage across 29 subcategories. No single JSON doc_metric maps to the current Harbor benchmark-level aggregate."
pixiu,pixiu,PIXIU,gpt-5-nano,codex,,,,,,,,,,skipped_metric_alignment_excluded,not_comparable,identity,False,manual_review,"PIXIU/FinBen reports task-specific metrics across many financial NLP subcategories and has no single overall external score selector. Harbor adapter parity uses 435 tasks (29 subcategories x 15), while the current Harbor matrix contains 103 pixiu tasks with uneven coverage across 29 subcategories. No single JSON doc_metric maps to the current Harbor benchmark-level aggregate."
pixiu,pixiu,PIXIU,claude-haiku-4-5-20251001,terminus-2,0.482279,,,,,,,,,skipped_metric_alignment_excluded,not_comparable,identity,False,manual_review,"PIXIU/FinBen reports task-specific metrics across many financial NLP subcategories and has no single overall external score selector. Harbor adapter parity uses 435 tasks (29 subcategories x 15), while the current Harbor matrix contains 103 pixiu tasks with uneven coverage across 29 subcategories. No single JSON doc_metric maps to the current Harbor benchmark-level aggregate."
pixiu,pixiu,PIXIU,claude-haiku-4-5-20251001,claude-code,0.496226,,,,,,,,,skipped_metric_alignment_excluded,not_comparable,identity,False,manual_review,"PIXIU/FinBen reports task-specific metrics across many financial NLP subcategories and has no single overall external score selector. Harbor adapter parity uses 435 tasks (29 subcategories x 15), while the current Harbor matrix contains 103 pixiu tasks with uneven coverage across 29 subcategories. No single JSON doc_metric maps to the current Harbor benchmark-level aggregate."
